内容,时间戳
蚌埠住了,1806.45900
好家伙，我就知道 ！,2434.85700
哈哈哈哈哈哈哈哈哈哈哈哈,2436.83500
惊现可莉音,183.73900
帝君大人！,117.29900
啊啊啊啊啊啊啊钟离老婆,109.85900
我！草原,2052.79700
帮你实现！,914.02500
哇渌华池！！！,93.01900
幻方？,509.69900
老早建成梅洛彼得堡的公爵  简称：老公,261.90400
解锁传说任务—川蜀之行,82.51500
桂林人来咯,11.86000
啊？,3.61900
哎呀！,1337.49100
五个锅巴吗hhh,2066.47400
啊啊啊啊！芙芙！,1263.49100
上回书说到：彼时的璃月~,7.67400
至少比卢姥爷强（狗头）,1960.18000
高手上,1452.31900
压轴了,1448.21900
感觉熊熊声音对不上呀 哈哈哈哈,779.28300
试玩必然是魂呐，毕竟第一次来,144.69100
背景音乐是我们学校课间操的音乐诶！,20.03500
熊好可爱哈哈哈,1694.94200
啊啊啊啊啊，熊好帅,254.14000
四号！,567.69000
大聪明,678.43000
《原来你也玩》,1783.73900
北极熊出音味来,286.93500
莴苣麻麻上线,680.78400
哈哈哈哈哈哈局部暴雨,1435.78700
6,2345.58800
莴苣妈妈这么有实力,1173.55900
好熟悉的背景音乐,920.77900
好尬,511.63800
欢迎来到四川,102.97200
好家伙，顶着感叹号就过来了,1564.67900
最早的一次！,73.19900
院审,818.91800
boy好帅啊啊啊啊～,173.97800
25个648,258.37200
好多都是魂宝找到的！,2230.35400
哈哈哈,2438.67100
马保国老师,539.99300
演技真好啊,532.75300
《交到他手里就没事了》，元神你要不要地上你们画的地图,1457.62000
是他玩我看他直播捉急,276.15000
王哥好可爱,20.50700
还有点击对话的音效哈哈哈哈哈哈哈哈哈哈,500.07700
啊？！,514.89900
声音不对啊,256.92300
6,413.29900
是不是幻方,547.39600
有人吗,970.83800
上空气茶,533.25900
王哥真的帅啊啊啊啊,23.17900
6,1283.37900
范三爷,481.93900
范大爷666,460.09900
让我连线！我现在就要连线！,735.06400
金坷垃空气茶，此处无茶胜有茶,427.11900
啊？,5.09900
不会是照五个锅巴吧我靠,2065.57300
凳子数吗？,637.41700
我还是觉得这个魂魂魂姐姐漂亮,394.49900
《是你懂岩王爷还是我懂岩王爷啊》,213.52300
赶紧先把桌上五杯茶拿走,586.83500
就知道钱,308.01900
数独吧,501.31300
三人行必有我师,294.79900
我的群伤～是挂水的～是挂水的～,271.65900
这次为啥没看到流萤啊,174.98400
原来你也玩原神,235.33900
明示了属于是,505.26100
笑死了，NPC对话不会回复,515.30400
熟悉的剧情,560.50800
我爱摩拉摩拉爱我,2405.60100
帅哥挺多呀,118.25900
且听下回分解,108.75900
熊又被瓜子撒了,574.28600
使命必达！,916.01800
看成五连鞭了,398.39800
当年蜀国的国都成都就在四川,92.49900
启动！,191.05800
妈呀好难,1179.82300
NPC一直在跑好累啊,555.16600
Bgm笑死我,2351.49800
第一个字我就反应过来了哈哈哈,1815.03400
刚才的倒计时就像我深渊马上快打完，却时间不够的样子,2316.16100
中华文化源远流长，博大精深，有与时俱进的创造力和海纳百川，有容乃大的包容力，虽历经沧桑仍薪火相传，历久弥新（来源：九上政治书）,56.27900
原来，你也玩原神？,1769.39400
这好像凌默带着叶恋和夏娜躲过的茶楼(走火入魔中,390.05900
青山揽梦！,2.30200
原来你也~,1782.59400
中国文化最nb,68.18000
帮帮我，—,502.55100
魂儿是在洒水么？,1437.75500
左边两个好像啊。。,293.07800
这个还能出到第二季？,31.87400
真不错,2411.68900
啵咦哥哥,167.26100
原神 启动！,2435.39000
来看王哥,77.69300
BGM笑死我了,2347.63800
触发任务，莴苣妈妈启动,511.28200
帮你实现！,916.97000
帝君，又在听书,118.93100
帮你实现！,936.58700
好耶！是大冒险！,8.69900
难不成是你也玩原神？(没看后续，纯瞎猜,2079.47600
↑你几幻啊,1228.13700
笑疯了哈哈哈哈哈,1813.47800
脱口而出啊哈哈哈哈,1800.68100
好好笑,2419.49900
这个卡其小哥话好多能不能让boy多说话,417.93900
哈哈哈哈,1809.15100
玩尬的是吧,323.09800
哈哈哈哈哈,1694.12100
王哥！！,15.94100
天才啊,1885.34300
原来你也,1785.92900
传承之缘能抽啥？,84.77900
要是他们吃的东西有荧光素将是绝杀,1753.85900
技术指导纳西妲,627.61900
皇帝的新茶,445.41300
不愧是你哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1685.09800
北极熊！！！！,239.00800
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1678.29300
劲发江潮落,867.15600
熊真的很喜欢斧子,1620.52500
真的是哪里都有管泽元,20.89700
哈哈哈，老师好可爱,1095.14600
哈哈哈哈哈,1132.37200
在这么冷的天，你离我那么远,908.01900
哈哈哈哈,1004.55800
-----,1636.63500
院审，启动！,812.09000
kk,34.41900
锅巴可爱捏,804.96900
《明知山有虎，偏向虎山行》,2431.55800
为什么我的第一反应是恐鬼症（笑哭）,1743.94700
《明知故看》,2430.04900
影月月：专业对口,495.32000
BGM满分！哈哈哈哈哈哈哈哈哈,2344.59000
北极熊太帅了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1044.74900
啊？,13.50100
影月月够呛能来，他是比较不太能玩剧烈运动,1191.81900
院审，启动,832.67800
影月月好像说不来，上一期也没来,1101.80100
妈妈瘦了,170.45100
攻略区up主的直觉,557.06700
哈哈哈哈哈哈哈哈,802.62200
boy好可爱啊啊啊啊啊,1558.69500
做过海祇岛九宫格的应该有概念,640.96300
第n个看完的,2424.25200
啊？,9.23900
上链接！！！,358.92700
《欧庇克莱川剧院》（确信,1576.04000
爱酱,806.65100
是你也玩原神，这五个字吗,1917.70000
自由魂的三次方hhhh,1513.10800
自由魂好憨hhh,313.78100
《专业对口》,682.08900
须弥主线还要加九宫格，过分了哈哈哈,539.63100
帝君啊！！！！,109.73700
《皇帝的新茶》,424.73900
赛诺上大号说话,2271.03400
这反派的动作,763.83800
九眼桥是地名。。,152.60700
帝君大人！！,114.41000
哈哈哈哈哈,1435.73600
一斗pv,724.15000
哪个公园忘了，但小时候来写过生,109.08900
认真的熊,1162.63300
厉害厉害,868.71200
圣伊丽莎白精神病院,817.64000
还精致宝箱嘞！,380.73500
看下集,2440.00000
使命必达，小命拉闸,916.00900
两个原字啦,1977.36000
三花淡奶（doge）,2381.69800
接着看下集,2422.54700
下一集已经更新啦真好！,2401.47000
卧槽我要笑死了,1808.72200
对，是锅巴,2078.77700
你也玩原神,1935.68600
好帅的熊,1039.41200
魂宝太可爱啦,1418.01000
好好好,1518.96200
我从小喝到大（确信）,1278.15400
你也玩原神,2082.99800
哈哈哈哈哈哈哈哈,1308.13400
最符合原作的一集,419.51300
笑死,1271.53900
莴苣妈妈快解密啊！,462.82100
四川平姥姥啊？,43.88000
因为他吃激素了，所以会有些浮肿,312.27500
蜗居做攻略，应该很快就懂了。其他一看就不做探索，氪就完事了,642.55500
boy好帅,456.31700
熊熊好可爱，大的小的都好可爱,459.87800
纸巾,2196.54000
红字会说话，光听声音熊就很0了（,305.44800
这bgm听了肝疼,1298.89500
欢迎各位来到我的故乡—四川！,97.25600
皮套一出就认识了,263.37900
哈哈哈哈哈哈哈哈哈哈哈,1004.98900
熊熊!,259.05900
解密！,449.13900
对话…,418.69900
这个嘟嘟通讯仪每个人都有 活动完要上交  结果自由魂那个被她薅回家了哈哈哈,359.05000
深院,827.72200
第六个,2421.36300
不是说有淘典吗？,341.23000
请的人不行。。。,1281.85400
boy超级帅！！！,198.20700
懂了。你也玩原神？,1771.52100
九宫图？,455.60700
我只是NPC  我啥也不知道啊,1638.17600
啊？,7.99800
这个bgm太搞了哈哈哈哈哈哈哈哈哈哈哈哈,2347.40200
瓜子：6,590.31500
哈哈哈,1916.41600
出院！,812.88100
等什么，笑起来！！！,1424.16800
hello，大家好他是莴苣啊,666.86300
可怜的魂儿,1362.25200
原来你也玩原神？！！！出院！（不是,1785.70400
颜王，哈哈哈,1653.85300
还是泽元玩的花，哪儿都有你！,152.73900
一斗的小曲！！,728.54500
现在是2023年12月9日9:18。各位旅行者们，早上好！,38.45800
钟离！！,110.54900
哈哈哈哈哈,1432.96600
这个梗，哈哈哈哈哈哈哈,2436.93900
这句话哈哈哈哈哈哈,2397.55900
这什么时候拍的，还是短裤,200.49300
真的给我们找了很多麻烦,2395.51900
原神，启动！,2433.84900
要来了吗？,2414.94200
终于有专栏了哈哈,19.99900
你也玩原神,1952.59100
后面还有水来倒茶了吗,1446.83900
啊？,1005.87500
救命，,2216.95900
真是我在外边干着急,2183.81900
纸巾盒!!,2182.11900
自来也,1771.70200
鹿野苑平藏,1775.71000
纸巾上也有一个锅巴，,2148.99900
我看出来了，上一季的美女考官姐姐,362.63900
钱包没来,112.87300
箱子.exe 未响应,2058.19400
妈妈救救哈哈哈哈哈,2083.69900
1000人,193.01900
好家伙,2017.93900
听不懂思密达,1954.64000
不会数独啊,710.03300
可能还有凳子,749.69400
莴苣妈妈上线了？,644.11300
被子数量不一样？,640.29300
哈哈哈哈哈,1931.31900
（）（）（）（）（）（）（）！,1793.61900
妈妈！,1019.18800
熟悉的开头,117.99300
已经忘了第一个动作了,1143.37800
你这算盘打的我在广东都听到了,1707.32300
wu！,1861.97000
哈哈哈哈哈哈,1817.51900
就是原来你也玩原神,1777.15900
漫长的十五分钟,1651.36000
就是这个,1770.89900
魂儿小枕头～,230.38600
哈哈哈哈,1718.37900
这是好像就是原来你也玩原神那个,1632.13900
我知道怎么解了，换个桌子围住，右上角或者左下角，上六杯茶,584.21200
出院！！！,812.47800
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,797.94900
他什么时候进化的？（,1281.24000
一下子记住五个有点复杂的动作是真的强,1381.90700
哈哈哈哈哈,1562.51900
莴苣妈妈太强了,1535.37900
好大的空瓶啊~瓶啊~啊~,1044.00800
我上次去就是坐的这里！,213.64800
啊？,528.48100
哈哈哈哈哈哈哈哈哈哈哈,516.61300
精神病院长（雾,820.58200
哈哈哈哈哈哈哈哈哈哈好,1276.97900
hhhhhhhhhhhhhhhhhhhhhhhhhh,1259.53900
出院！,810.12600
啊？,424.58100
哈哈哈哈哈哈哈哈,1226.65900
哎嘿,1224.97900
难他天,739.58600
北极熊在原神FES就露脸了呀,11.82200
莴苣妈妈这么牛,1174.23900
刀子の小曲（悲,609.50400
荣誉骑士（,954.48500
自由魂没有根,295.32600
boy！你好帅,126.40300
空气（既答）,419.37500
！原来是研究丘丘语的那位,233.43300
哈哈哈哈哈哈哈哈哈尊嘟假嘟哈哈哈哈,921.73900
纳维莱特,1435.21900
不愧是你,1678.09500
我 们 仨,214.10700
彦卿要放技能了,1179.20000
熊熊！！！！我是熊熊的狗！,253.16100
谁家抽卡？,114.77600
熊熊！！！！！！！阿阿阿啊,230.88800
真 尘世闲游,111.13300
熊熊可爱捏,1125.63800
柏林（幻视）,15.05700
我托马莱依拉,5.40500
我听到了宝箱的声音,521.39900
??啊?,454.35900
给曾小龙的摩拉没拿回来,1589.67100
逆天，但确实↑,309.26600
?,414.43900
《川之书》,96.46600
解密…,385.11900
我的家乡,90.23700
我在四川,16.89100
哈哈哈哈哈哈哈,308.03900
盲猜最後水不夠了,1445.01200
这宝箱是班尼特的吧！,763.67500
原神启动！,7.25100
好家伙1000＋的人正在观看,69.75900
左三右七，戴九履一,659.67400
左下：诶接着摆呀 没听够呢,105.97900
BGM一出蚌埠住了,1801.74700
258，九宫,522.94200
空瓶,1049.79000
搜索不是很明显吗？,625.85300
希望下一集有影月月,1093.40300
元神！！启动！！！,170.98500
浪费瓜子是吧,627.22900
盲猜五个锅巴,2005.42400
虎头蛇尾42为肩,696.12300
元素视野！,1758.68400
二四为肩，六八为足，左七右三，上九下一，五居中间,660.27800
提示很明显了 要把茶杯挪走才有新茶上来,587.99600
嘎嘎嘎瓜神诞祭,583.69600
总觉得应该开三个宝箱才能凑齐线索,1554.13400
重现花神诞祭,528.21200
好帅啊,865.57500
原来你也玩原神,1781.81300
哈哈哈,1699.30400
哎呦我，王哥怎么帅成这样,492.44200
Big胆！,425.13400
班尼特版宝箱,764.93400
等下，壶里没有水了,1468.99100
不愧是莴苣妈妈,1541.35300
不会字才是彩蛋吧,2002.87700
我大脑死机了,1182.86800
刚刚直接合上紫光照到也有一个印记。,2119.05700
哈哈哈哈,426.13100
现在魂的胳膊在疼。,1176.91900
你的愿望是什么！,919.76700
莴苣妈妈DNA动了,466.45100
我懵了,553.53400
此时你需要一个颜王,1649.55500
专业对口，开始解密,648.89800
熊真人这么收敛,494.03000
是不是按椅子数量摆茶杯,650.96200
珊瑚宫解密是吧,515.43200
每行相加十五的那个九宫格数独吧,503.69900
好强的班主任压迫感,1340.45500
熊太可爱了,1705.78600
老师是不是还拿着第一个钱袋子呀,1576.87600
盒盒盒盒盒,367.52700
手臂真的是长在他身上的吗,1273.86000
真是原来你也？,1780.56500
丢出去就是暗器,872.14500
2,1040.61000
好强的既视感,530.59300
是循环,528.61600
hhhhhhhhhhhhhhhhh,1281.99500
原来你也玩原神,1786.74200
NPC得累啊,627.63800
《茶神旦祭》,585.85900
二五八，听挺好,467.61000
纳西妲出来吧,543.67300
玩数独？最经典的二四为肩六八为足,506.38600
前面练功夫茶被误伤233333,1730.16000
不容易啊,1550.48300
每条线的茶杯加起来都要是15,519.98900
史瓦罗先生,503.24300
或者341967也是可以的，这个数独比较简单有多种解法,667.34200
原不是有吗,2003.74200
莴苣YYDS,1102.59200
什么没赞助商mhy不是最大的赞助商吗doge,381.25800
王哥 鼻子里怎么还有小零食,792.98400
我将一次不死并且超神,1205.84600
救命,1807.47300
猩宝你也跳过,996.20100
这照片。。。谁,233.24300
院神，启动,817.34300
原来，你也玩原神,1765.87000
哈哈哈哈哈哈哈 笑死我了,1282.11000
哈哈哈哈哈哈哈,1261.41700
笑死,1285.46200
原来你（）填空题,1784.16900
不懂为啥我突然想到了小尬剧,1801.27600
因为肚子饿了掉血。,1729.83100
给boy西南方言都急出来了hhhh,535.21500
你的小可爱突然出现,1257.70500
拽个二五八万（四川人的一些数字dna动了）,454.63700
脚趾抠出了五个印,2081.65300
哈哈哈哈哈,2058.01300
质疑 理解 寻找 启动！,1922.93000
盒盒盒盒,1919.64600
笑疯了，这个BGM,1811.08100
浓度魂儿,1824.96600
忘不掉的黑历史,1000.18600
密码正确！,1809.21800
啊？,1807.86700
不愧是你,1800.25500
[前方高能],1789.51100
这一季没有赞助商哎！,369.73900
海祇岛九宫格，莴苣妈妈,756.32700
熟悉的须弥主线,536.09800
发现王哥游戏黑洞，但是真的没有沮丧的心，值得学习,1363.98700
数独,501.44600
识宝的小曲,1324.73300
好可爱懵懂的boy,1286.81800
管大校发话了,1311.37900
芙门,1261.95000
原来你也玩院审,1765.73000
管泽元情商可以的,1581.62900
还是莫娜的作用啊,1394.95800
戴九履一，左三右七，二四为肩，六八为足,502.20300
啊？boy？,508.30200
还得是莴苣,1498.82500
前三下经典剑术动作,1144.78800
茶水划出优美的弧线,1322.34500
懂了，河图洛书,473.37900
水要流光了,1144.43600
感觉没推送啊，我还是自己搜才知道,401.38000
哈哈哈哈哈哈全洒北极熊身上了,573.66800
原来你也玩原神,1789.76300
铁像寺水街,387.66800
哈哈哈哈,1130.19300
哈哈哈哈,1127.66400
这个茶庄平时都爆满的，不好排队,414.57700
河图洛书,513.08200
很基础的解密游戏嘛,643.50400
找五个锅巴吧,2097.02800
王哥鼻孔有小零食,793.04000
是五印哎，那应该是五个锅巴,2084.93700
从第一季到第二季要么说金币要么说钱就是不说摩拉,1553.89900
字有7个，字应该不是线索，锅巴有可能,2089.29100
芙芙,1263.00000
二五八，敢打敢杀,469.95900
院审，启动,817.23800
尬,2058.87400
数独？,510.09900
前面好感直降的 你抖M吧 点进来找不痛快？,277.43800
有没有一种可能，瓜子是道具，不是真的瓜子？,690.49900
笑死,1822.02200
23333333,1815.79900
哈哈哈哈哈哈熊不愧是你哈哈哈哈哈哈,1690.91200
前面抡水壶掉的血 合理,1732.69500
数独吧,462.77900
和哈哈哈哈哈哈哈哈哈,1438.38300
看哪个有金光(),1662.97300
梦回星铁绥园找房产证那关(),1630.39700
有汗水那这杯茶可有滋味啦,1533.53200
原来你也玩原神（DNA里的了,1783.03100
感觉是你也玩原神,1915.36100
太尬了,1264.34100
原来你也（）,1794.77300
《天衣无分》,1528.16300
有大腿,1534.73000
他好帅！！,1372.47500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈感觉已经见底了哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1283.35500
在场的其他四个都是要看解密合集的,755.58800
填幻方?,464.11600
熊熊可爱捏,1064.74000
莴苣我的超人,1086.22200
院审,815.99700
眼花缭乱了已经,1117.51500
九宫格,468.11500
啊啊啊啊啊啊小尬剧,2046.75900
熊的台词：啊？啊？啊！,530.04800
八戒呀。。你让为师说什么好,1691.69900
救赎之道，就在其中,1631.51300
BGM太搞了，小尬剧的,1810.65900
花神诞祭,545.12200
天才,1788.77900
逼格蛋,425.07400
叶吗,1007.06500
是我太久不看综艺了吗有点不太适应。。。顺带一提北极熊可爱捏,485.64200
哈哈哈哈哈哈哈 脱口而出,1796.67100
芙芙可爱捏（陶醉）,1259.90600
帅,853.99200
6,848.14700
线索被“派蒙”吃了,1699.24300
原来你也玩原神！,1763.97100
这还能剩下吗,1399.06000
原柱,2022.03300
哈哈哈哈哈,1261.45900
两个原哈哈哈,1977.16900
管发话了，稳了！/doge,1307.86700
梦回大一学太极拳,1114.46700
小学河图填空，演这么久有点假啊。。,632.83400
原不是早找到了吗,1972.44700
数独？,499.47500
河图呗，九张桌子，和为15,494.22700
这和数独没关系,766.79700
帝君,110.86700
四川好美,98.44800
数独不是这个,683.21000
你说是三阶幻方也对就是了,680.07700
中国话讲是河图洛书，数学课本都有,678.43700
字数不对埋下伏笔,1906.02200
美女  你谁呀,232.05900
横竖斜加起来15个茶杯,528.37900
明明是幻方,616.11100
出院,812.73900
幻方,569.87100
元素视野,1752.21900
武侯祠,176.22300
纸巾盒,2149.43800
幻方,560.79100
幻方,504.63100
四川话不愧是北方方言，和普通话蛮像的,436.98200
很多人爱看的，玩家群体基数大，需求也多样化,49.77300
有礼貌的嘞,1582.57600
不愧是旅行者，真可靠doge,1612.41100
数独？,653.25700
五个锅巴印啊,2111.27400
哈哈哈哈哈哈哈哈哈哈,2067.05200
五印啊,2102.21300
答谢中蜀蜀,95.99500
笑死了，虚晃一枪,415.08700
花神诞祭,530.17900
还有沙漏哈哈,1655.50400
原来熊真的喜欢斧子,1637.64600
玩原神玩的,27.12800
哈哈哈后期剪一刀,1500.71500
青羊宫？,150.87700
原来你也玩原神,1781.94400
开摆！,734.60300
有点尬，好看,559.55900
NPC自己找上门了,393.61700
有汗水得咸了吧,1533.75300
原来你也玩原神,2047.58700
去广汉三星堆?,99.91100
抽卡(确信,81.79100
有没有原石，有的话，旅行者帮了,505.00300
Flag立得飞起~~~,1207.73800
哈哈哈 数独,504.80200
老师好可爱哈哈哈哈哈哈,1341.98900
想回家啦,94.89900
诶嘿？,2061.22200
大晚上憋笑很痛苦,1239.36000
蚌埠住了,1434.02400
黄龙,4.85900
经典npc,458.46000
原来你也玩原神,1792.78700
影月月不做线下节目吗？,198.21500
对称矩阵,737.79600
放4,708.31600
哈哈哈哈,702.46800
盲猜是原来你也玩原神,1775.35000
好家伙,20.73600
一行：816，二行：357 三行：492,677.59300
哈哈哈哈,1814.92800
花神诞祭,574.90300
不愧是魂,1796.16800
四川！,73.22200
熟悉的配方hhhhhh,557.50300
心疼瓜子儿,602.49900
原来你“也”玩原神,1771.69100
你也玩原神,1787.23000
十月份拍的吧，南方还热的很嘞,924.24000
不愧是你,1699.60800
稻妻揭秘hhhhhhh,495.23100
这个嘟嘟可现在在魂家里哈哈,388.66700
原来，你也玩原神！,1789.82000
？boy？！,0.81900
是解密哈哈哈哈哈,459.35100
管？？,12.35300
前边芙宁娜放技能掉的,1732.96000
还有萍姥姥？,350.63100
莴苣CPU疯狂运转,1172.36800
啊这……也就是说刚才帝君坐在那里没有喝茶？,411.86500
原来，你也玩原神,1785.07100
鹿野院,827.71500
笑死我了,266.09500
水都洒出来了肯定不能算成功,1344.93600
文殊院？,829.83900
文殊院吗,818.18800
原来你也玩原神,1787.04100
哦～好像是海祁岛的数独解密来着,503.82100
原来你也玩原神,1776.93500
最早的！,4.37000
原神你也玩,1949.55800
666,866.10700
原来你也玩...,1789.78300
bgm天空的格林尼治,155.21600
这不洛书口诀？,738.66700
可爱捏,1927.58500
笑死,1815.53700
院神，启动,816.03200
好好好，已经吃饱了,1670.08600
原来…你也玩原神,1794.39800
椅子数量也不一样,679.32400
笑死我了,1803.48700
元素视野,1745.93200
花神诞祭,533.69300
下期是什么时候,1668.02900
NPC好辛苦的样子,595.56700
重新坐一桌呗,554.17900
管泽元？,5.59100
攻略领域大神,2082.77100
不愧是你,1679.76100
绳匠，梦幻联动,2031.43500
啊？更新了？！,1.59000
可以 可以,735.76800
元素视野,1750.91800
给原石,945.94100
已经开始笑了,1419.29000
感觉熊一下变社恐,402.82200
我们5个真强,1527.56500
莴苣妈妈专业对口,760.04500
这不就简单了吗？原来你也玩原神。,1789.01900
哈哈哈哈哈,1267.38700
你们信不信过几久就会有个活动是关于四川 戏曲的,56.42200
太帅了妈妈,1466.21700
熟悉的尬剧BGM,1803.63600
莴苣妈妈太牛了!,1543.54800
这个一遍我真记不住多玩两遍得行,1167.43800
O.o,936.64500
-5,1355.96800
o.O,922.14600
笑死我了，这有个说老登走了哈哈哈,216.01900
哈哈哈,1282.00900
现在还是圆的,360.65500
得，已经没水了,1465.19800
有个人说她顺走了这个东西 我要举报（doge）,358.29900
感觉水已经洒的差不多了，最后倒不满,1446.50400
五个五集,342.97400
水都倒没了,1436.24600
还得是....,1082.85300
学习能力太强了妈妈,1463.13900
可爱,288.25600
能力太强。,1458.81900
笑死桂林书,27.71300
原来你也玩原神,1783.10100
哈哈哈,260.57900
魂魂魂！,237.42800
哈哈哈,2074.74900
哈哈哈哈哈哈,1228.04800
某幻：啥，酒还能喝3杯的？,1225.30300
还是忘不了北极熊的（我没纸了mhy）,302.07000
原来你也……,1790.68900
芙芙,1263.28000
哈哈哈哈哈,1241.22200
2000多位旅行者晚上好！,29.15900
魂！,127.40000
好了，豹哥看完了，溜了溜了,326.51900
这玩意魂说现在在她家里,365.53000
使,10.02000
北极熊声音不一样,807.77900
限时挑战是吧,1638.88000
始,8.26000
boy：怎么个事？,1293.21300
博爱哥哥好帅,174.11000
初一新生：幻方，启动！,504.32400
才看完 不久~,24.29900
"好一个""天道酬勤""",1866.67200
来的真早，看完前瞻就跑来了,79.57900
幻方,673.81100
枫丹科学院（）,818.66700
我错了，我以为横竖都是十五呢,615.19200
原来你也玩原神（猜的）,1788.28300
1,1035.00100
米家吃刀破防组（）,228.03400
左三右七戴九履一，这不口诀嘛,710.41400
花神诞祭,571.06200
数独是吧,470.05400
s去的回忆在攻击我www,996.49000
真的尬啊，尬的和我看蹭饭挑战一样,1817.87400
象王行不打低端局！！！,48.85000
你小子油盐不进是吧？,957.45900
我是桂林的！,38.25900
水龙水龙别哭了,1285.20000
Flag 来了www,986.12900
魂宝DNA动了,1789.84200
顺序是825258582,613.89900
宝箱：你清高！你了不起！,960.71800
成功带坏新人www,942.98200
逆天,408.02500
哈哈哈哈哈哈,1340.58000
这就要解密了,451.64400
原来你也玩原神,1783.31400
萍姥姥变成宝藏了，悲,341.03100
你要平时都是看攻略的旅行者怎么解密!,465.33000
为什么我想到的是神女劈观,1145.33200
这就是魔法,1299.95700
哈哈哈哈哈哈哈,259.60800
什么经典压岁钱存起操作www,784.14500
笑不活了，哈哈哈哈哈哈第一反应也是这句,1812.49900
莴苣妈妈太强了！！,1544.84400
莴苣妈妈解密专业对口了（bu）,505.72600
院审！,831.35500
wu~!,1857.68200
啊？中国博爱？,15.14800
熊！,242.47100
钟离,103.41200
家乡小曲,217.23700
原来你也玩原神,1781.56500
直播看过这里，再来一遍,1803.78200
院审，岂懂！,841.28100
好好好,21.10700
一眼钙华,7.77500
太帅了莴苣妈妈,1463.10100
王娇娇hhh,1400.63600
好哦,21.77800
oil!,1364.41200
老师好帅啊,875.73100
莴苣妈太强了,1524.60500
承包空屏,223.48800
哈哈哈,2276.67100
不愧是蜗居,686.26700
哈哈哈哈哈哈哈哈哈哈哈哈,2272.65600
你小子.jpg,177.13600
毛线团(,80.36200
重过一遍是吧,543.10200
为什么是五印？,2063.50800
歌剧院,834.27900
原神冒险团不要原神，哈哈哈,1915.48100
啊？,12.90500
钟离大人！,108.33900
今日小雨当头,1283.30300
我们在大量尬剧中发现了少量综艺,2062.01700
你也玩原神？,1916.21800
到头来还得跟莴苣麻麻的攻略,1382.43300
哇擦,2016.88400
幺，来我家乡了,85.69900
一次成功是你的谎言,1334.45900
哈哈哈哈哈哈,1813.64600
换上狐狸，钟离，全自动解密,1671.27200
魂宝！,242.76300
要不，先吃完再说吧,1679.03900
太神了,1967.36400
这是！黄金体验镇魂曲,569.97700
天府死龟儿到了…（,101.48100
原神 启动！,11.49900
哇，npc演得好好,1595.94500
熊眼神真好,1893.36000
难绷,1831.42400
这后期可以，很懂,1722.44700
哈哈哈哈,1800.64200
锅巴印,2098.77700
熊你真吃啊哈哈哈哈哈,1706.60800
攻略区顶流的学习能力,1091.93800
你也玩元神？,1784.29200
没有树叶白姨了啊,25.07700
纸盒上有一个,2186.60700
啊？,10.80100
出院,819.47500
早早早,127.54700
两个字就出谜底了,1811.93600
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1397.99800
北极熊！！！,238.58200
我也是hhhhh,2351.98000
班尼冒险团是吧，直接带坑里,290.21500
Big胆！,424.21900
难道是要横竖斜加起来相等？,504.63400
教令院（不是）,813.82100
哈哈哈哈,1681.16000
妈妈好认真！,1349.40000
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1274.19000
怎么有种恐怖剧的即视感？,2213.74200
噢噢噢哦哦!背景音乐!,727.76100
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1255.94700
开个望气哈哈哈哈哈,1646.71500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1249.02700
‘/,2439.12000
结果纸巾盒子上的只有观众看到了,2301.14800
莴苣专业对口,675.04700
须弥主线欸，蛮有意思的,538.27400
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1206.34200
